accuracy,auroc,elapsed_s,fn,fnr,fp,fpr,hard_neg_fpr,layer,n_seeds,overtrigger_fpr,probe_type,threshold,tn,tp,val_auroc,val_weighted_error,weighted_error
0.9523809523809523,1.0,67.94,2.0,0.11764705882352941,0.0,0.0,0.0,25,100,0.0,multimax,0.9975175857543945,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,92.87,2.0,0.11764705882352941,0.0,0.0,0.0,26,100,0.0,attention,0.9977807402610779,25.0,15.0,1.0,0.0,0.5882352941176471
0.9761904761904762,1.0,32.59,1.0,0.058823529411764705,0.0,0.0,0.0,26,100,0.0,ema,0.86513751745224,25.0,16.0,1.0,0.0,0.29411764705882354
0.9761904761904762,1.0,36.15,1.0,0.058823529411764705,0.0,0.0,0.0,26,100,0.0,linear,0.86513751745224,25.0,16.0,1.0,0.0,0.29411764705882354
0.9523809523809523,1.0,95.18,2.0,0.11764705882352941,0.0,0.0,0.0,26,100,0.0,max_rolling_mean,0.9977807402610779,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,61.25,2.0,0.11764705882352941,0.0,0.0,0.0,26,100,0.0,mlp,0.9947351813316345,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,71.76,2.0,0.11764705882352941,0.0,0.0,0.0,26,100,0.0,multimax,0.9977160692214966,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,93.03,2.0,0.11764705882352941,0.0,0.0,0.0,27,100,0.0,attention,0.9978364109992981,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,31.15,2.0,0.11764705882352941,0.0,0.0,0.0,27,100,0.0,ema,0.883907675743103,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,33.26,2.0,0.11764705882352941,0.0,0.0,0.0,27,100,0.0,linear,0.883907675743103,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,94.64,2.0,0.11764705882352941,0.0,0.0,0.0,27,100,0.0,max_rolling_mean,0.9978364109992981,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,60.8,2.0,0.11764705882352941,0.0,0.0,0.0,27,100,0.0,mlp,0.9941950440406799,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,69.63,2.0,0.11764705882352941,0.0,0.0,0.0,27,100,0.0,multimax,0.997747004032135,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,95.9,2.0,0.11764705882352941,0.0,0.0,0.0,28,100,0.0,attention,0.9980248212814331,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,29.97,2.0,0.11764705882352941,0.0,0.0,0.0,28,100,0.0,ema,0.8864617347717285,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,33.33,2.0,0.11764705882352941,0.0,0.0,0.0,28,100,0.0,linear,0.8864617347717285,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,103.78,2.0,0.11764705882352941,0.0,0.0,0.0,28,100,0.0,max_rolling_mean,0.9980248212814331,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,64.94,2.0,0.11764705882352941,0.0,0.0,0.0,28,100,0.0,mlp,0.9941930174827576,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,81.25,2.0,0.11764705882352941,0.0,0.0,0.0,28,100,0.0,multimax,0.997400164604187,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,86.52,2.0,0.11764705882352941,0.0,0.0,0.0,29,100,0.0,attention,0.9986041188240051,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,36.21,2.0,0.11764705882352941,0.0,0.0,0.0,29,100,0.0,ema,0.9000952839851379,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,41.69,2.0,0.11764705882352941,0.0,0.0,0.0,29,100,0.0,linear,0.9000952839851379,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,110.34,2.0,0.11764705882352941,0.0,0.0,0.0,29,100,0.0,max_rolling_mean,0.9986041188240051,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,69.88,2.0,0.11764705882352941,0.0,0.0,0.0,29,100,0.0,mlp,0.9966617822647095,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,84.57,2.0,0.11764705882352941,0.0,0.0,0.0,29,100,0.0,multimax,0.9983620047569275,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,96.11,2.0,0.11764705882352941,0.0,0.0,0.0,30,100,0.0,attention,0.9990811347961426,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,29.65,2.0,0.11764705882352941,0.0,0.0,0.0,30,100,0.0,ema,0.9111760854721069,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,39.36,2.0,0.11764705882352941,0.0,0.0,0.0,30,100,0.0,linear,0.9111760854721069,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,107.23,2.0,0.11764705882352941,0.0,0.0,0.0,30,100,0.0,max_rolling_mean,0.9990811347961426,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,71.88,2.0,0.11764705882352941,0.0,0.0,0.0,30,100,0.0,mlp,0.9973924160003662,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,80.35,2.0,0.11764705882352941,0.0,0.0,0.0,30,100,0.0,multimax,0.999077320098877,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,95.84,2.0,0.11764705882352941,0.0,0.0,0.0,31,100,0.0,attention,0.9996412992477417,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,37.6,2.0,0.11764705882352941,0.0,0.0,0.0,31,100,0.0,ema,0.9288003444671631,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,37.69,2.0,0.11764705882352941,0.0,0.0,0.0,31,100,0.0,linear,0.9288003444671631,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,106.42,2.0,0.11764705882352941,0.0,0.0,0.0,31,100,0.0,max_rolling_mean,0.9996412992477417,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,59.41,2.0,0.11764705882352941,0.0,0.0,0.0,31,100,0.0,mlp,0.9987719655036926,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,77.28,2.0,0.11764705882352941,0.0,0.0,0.0,31,100,0.0,multimax,0.9995279312133789,25.0,15.0,1.0,0.0,0.5882352941176471
